Dropout Rate,Hidden Dim,Learning Rate,Metric Type,Epoch,Training Value,Validation Value
0.2999999999999999,16,0.0050000000000000,Validation Loss,21,0.3968459665775299,0.4760480523109436
0.2999999999999999,16,0.0050000000000000,Training Loss,22,0.4507797360420227,0.3654519915580749
0.2999999999999999,16,0.0050000000000000,Validation Loss,22,0.3654519915580749,0.4507797360420227
0.2999999999999999,16,0.0050000000000000,Training Loss,23,0.4244498014450073,0.3355654478073120
0.2999999999999999,16,0.0050000000000000,Validation Loss,23,0.3355654478073120,0.4244498014450073
0.2999999999999999,16,0.0050000000000000,Training Loss,24,0.3994414806365967,0.3073061406612396
0.2999999999999999,16,0.0050000000000000,Validation Loss,24,0.3073061406612396,0.3994414806365967
0.2999999999999999,16,0.0050000000000000,Training Loss,25,0.3790616095066070,0.2808893918991089
0.2999999999999999,16,0.0050000000000000,Validation Loss,25,0.2808893918991089,0.3790616095066070
0.2999999999999999,16,0.0050000000000000,Training Loss,26,0.3579387664794922,0.2564861774444580
0.2999999999999999,16,0.0050000000000000,Validation Loss,26,0.2564861774444580,0.3579387664794922
0.2999999999999999,16,0.0050000000000000,Training Loss,27,0.3390254676342010,0.2341940999031067
0.2999999999999999,16,0.0050000000000000,Validation Loss,27,0.2341940999031067,0.3390254676342010
0.2999999999999999,16,0.0050000000000000,Training Loss,28,0.3255372643470764,0.2139986902475357
0.2999999999999999,16,0.0050000000000000,Validation Loss,28,0.2139986902475357,0.3255372643470764
0.2999999999999999,16,0.0050000000000000,Training Loss,29,0.3125717937946319,0.1957693696022033
0.2999999999999999,16,0.0050000000000000,Validation Loss,29,0.1957693696022033,0.3125717937946319
0.2999999999999999,16,0.0050000000000000,Training Loss,30,0.2958728671073913,0.1793039739131927
0.2999999999999999,16,0.0050000000000000,Validation Loss,30,0.1793039739131927,0.2958728671073913
0.2999999999999999,16,0.0050000000000000,Training Loss,31,0.2874803841114044,0.1644075214862823
0.2999999999999999,16,0.0050000000000000,Validation Loss,31,0.1644075214862823,0.2874803841114044
0.2999999999999999,16,0.0050000000000000,Training Loss,32,0.2729189395904541,0.1508684903383255
0.2999999999999999,16,0.0050000000000000,Validation Loss,32,0.1508684903383255,0.2729189395904541
0.2999999999999999,16,0.0050000000000000,Training Loss,33,0.2627966105937958,0.1385383009910583
0.2999999999999999,16,0.0050000000000000,Validation Loss,33,0.1385383009910583,0.2627966105937958
0.2999999999999999,16,0.0050000000000000,Training Loss,34,0.2523972988128662,0.1273248344659805
0.2999999999999999,16,0.0050000000000000,Validation Loss,34,0.1273248344659805,0.2523972988128662
0.2999999999999999,16,0.0050000000000000,Training Loss,35,0.2421613633632660,0.1171912178397178
0.2999999999999999,16,0.0050000000000000,Validation Loss,35,0.1171912178397178,0.2421613633632660
0.2999999999999999,16,0.0050000000000000,Training Loss,36,0.2335901558399200,0.1081585884094238
0.2999999999999999,16,0.0050000000000000,Validation Loss,36,0.1081585884094238,0.2335901558399200
0.2999999999999999,16,0.0050000000000000,Training Loss,37,0.2249293327331543,0.1003095507621765
0.2999999999999999,16,0.0050000000000000,Validation Loss,37,0.1003095507621765,0.2249293327331543
0.2999999999999999,16,0.0050000000000000,Training Loss,38,0.2160877138376236,0.0937030315399169
0.2999999999999999,16,0.0050000000000000,Validation Loss,38,0.0937030315399169,0.2160877138376236
0.2999999999999999,16,0.0050000000000000,Training Loss,39,0.2091881185770034,0.0883821547031402
0.2999999999999999,16,0.0050000000000000,Validation Loss,39,0.0883821547031402,0.2091881185770034
0.2999999999999999,16,0.0050000000000000,Training Loss,40,0.2013510763645172,0.0843227207660675
0.2999999999999999,16,0.0050000000000000,Validation Loss,40,0.0843227207660675,0.2013510763645172
0.2999999999999999,16,0.0050000000000000,Training Loss,41,0.1968539059162140,0.0813942253589630
0.2999999999999999,16,0.0050000000000000,Validation Loss,41,0.0813942253589630,0.1968539059162140
0.2999999999999999,16,0.0050000000000000,Training Loss,42,0.1910768747329712,0.0793940648436546
0.2999999999999999,16,0.0050000000000000,Validation Loss,42,0.0793940648436546,0.1910768747329712
0.2999999999999999,16,0.0050000000000000,Training Loss,43,0.1884223222732544,0.0780350416898727
0.2999999999999999,16,0.0050000000000000,Validation Loss,43,0.0780350416898727,0.1884223222732544
0.2999999999999999,16,0.0050000000000000,Training Loss,44,0.1840921938419342,0.0770164504647255
0.2999999999999999,16,0.0050000000000000,Validation Loss,44,0.0770164504647255,0.1840921938419342
0.2999999999999999,16,0.0050000000000000,Training Loss,45,0.1837468594312667,0.0760316476225853
0.2999999999999999,16,0.0050000000000000,Validation Loss,45,0.0760316476225853,0.1837468594312667
0.2999999999999999,16,0.0050000000000000,Training Loss,46,0.1799418777227401,0.0749117508530616
0.2999999999999999,16,0.0050000000000000,Validation Loss,46,0.0749117508530616,0.1799418777227401
0.2999999999999999,16,0.0050000000000000,Training Loss,47,0.1751807481050491,0.0735679119825363
0.2999999999999999,16,0.0050000000000000,Validation Loss,47,0.0735679119825363,0.1751807481050491
0.2999999999999999,16,0.0050000000000000,Training Loss,48,0.1742798835039138,0.0719659477472305
0.2999999999999999,16,0.0050000000000000,Validation Loss,48,0.0719659477472305,0.1742798835039138
0.2999999999999999,16,0.0050000000000000,Training Loss,49,0.1734623908996582,0.0701085776090622
